radio_flux_10.7cm;sesc_sunspot_number;sunspot_area;goes15_xray_bkgd_flux;mwl_alpha;mwl_beta;mwl_gamma;mwl_beta_gamma;mwl_delta;mwl_beta_delta;mwl_beta_gamma_delta;mwl_gamma_delta;c_class_flares;m_class_flares;x_class_flares
127;100;650;B8.4;yes;yes;no;yes;no;no;no;no;9;0;0
132;97;640;B6.9;yes;yes;no;yes;no;no;no;no;12;0;0
142;136;860;B7.3;yes;yes;no;yes;no;no;no;no;12;0;0
154;165;1380;B6.7;yes;yes;no;yes;no;no;yes;no;7;0;0
159;151;1220;B7.8;yes;yes;no;no;no;no;yes;no;13;0;0
149;102;1110;B6.0;yes;yes;no;no;no;no;yes;no;6;1;0
148;139;1150;B6.5;yes;yes;no;no;no;no;yes;no;5;2;0
142;156;1080;B6.4;yes;yes;no;yes;no;no;yes;no;11;0;0
137;103;800;B5.9;yes;yes;no;yes;no;no;no;no;16;1;0
131;122;670;B5.5;yes;yes;no;yes;no;no;no;no;6;0;0
129;118;670;B5.1;yes;yes;no;yes;no;no;no;no;4;0;0
127;112;740;B4.3;yes;yes;no;no;no;no;no;no;4;0;0
128;154;945;B5.4;yes;yes;no;yes;no;no;no;no;7;0;0
125;149;890;B6.7;yes;yes;no;yes;no;no;no;no;8;2;0
137;145;1050;B7.8;yes;yes;no;yes;no;no;no;no;7;0;0
147;173;1280;B8.5;yes;yes;no;no;no;no;no;no;13;2;0
150;144;1380;C1.1;yes;yes;no;yes;no;no;no;no;10;1;2
148;142;1200;B7.1;yes;yes;no;yes;no;no;no;no;3;0;1
146;186;1180;B7.7;yes;yes;no;yes;no;no;yes;no;4;0;1
145;212;1290;B6.0;no;yes;no;yes;no;no;yes;no;4;1;0
136;198;990;B5.7;no;yes;no;no;no;no;yes;no;1;1;0
132;146;700;B4.8;yes;yes;no;yes;no;no;yes;no;5;0;0
135;113;590;B5.8;yes;yes;no;no;no;yes;no;no;9;0;0
132;113;590;B7.0;yes;yes;no;no;no;no;yes;no;7;1;0
125;119;670;B5.5;yes;yes;no;no;no;no;yes;no;6;0;0
133;107;780;C1.0;yes;yes;no;yes;no;no;no;no;4;1;0
135;117;710;B6.5;yes;yes;no;yes;no;no;no;no;6;0;0
127;99;570;B4.5;yes;yes;no;yes;no;no;no;no;3;0;0
121;107;680;B3.9;no;yes;no;yes;no;no;no;no;4;0;0
120;92;550;B3.8;yes;yes;no;yes;no;no;no;no;2;0;0
110;87;430;B3.1;yes;yes;no;no;no;no;no;no;0;0;0
105;75;320;B2.6;yes;yes;no;no;no;no;no;no;0;0;0
107;83;230;B2.7;yes;yes;no;no;no;no;no;no;3;0;0
104;71;140;B2.7;yes;yes;no;no;no;no;no;no;0;0;0
102;58;120;B2.3;yes;yes;no;no;no;no;no;no;2;1;0
106;60;130;B2.2;yes;yes;no;no;no;no;no;no;0;0;0
111;76;290;B2.8;yes;yes;no;no;no;no;no;no;1;0;0
112;99;460;B2.7;yes;yes;no;yes;no;no;no;no;2;0;0
110;59;390;B2.7;yes;yes;no;no;no;no;yes;no;0;0;0
109;81;680;B2.6;yes;yes;no;no;no;no;yes;no;0;1;0
109;71;510;B2.4;yes;yes;no;no;no;no;yes;no;0;0;0
110;76;460;B2.5;no;yes;no;no;no;no;no;no;3;1;0
103;27;200;B2.2;yes;yes;no;yes;no;no;no;no;2;0;0
96;41;220;B1.7;no;no;no;yes;no;no;no;no;1;0;0
93;21;120;B1.4;no;yes;no;no;no;no;no;no;1;0;0
90;14;50;B1.3;no;yes;no;no;no;no;no;no;0;0;0
93;27;80;B1.5;no;yes;no;no;no;no;no;no;0;0;0
99;45;130;B2.2;yes;yes;no;no;no;no;no;no;1;0;0
109;73;410;B3.1;yes;yes;no;no;no;no;no;no;0;0;0
111;101;510;B3.3;yes;yes;no;no;no;no;no;no;1;0;0
116;104;490;B3.6;yes;yes;no;no;no;no;no;no;1;0;0
124;110;990;B4.6;yes;yes;no;no;no;no;no;no;4;0;0
125;120;770;B4.4;yes;yes;no;no;no;yes;no;no;5;0;0
123;126;810;B4.2;yes;yes;no;no;no;no;no;no;5;0;0
126;128;660;B4.6;yes;yes;no;no;no;yes;no;no;4;0;0
133;135;850;B5.5;yes;yes;no;no;no;yes;no;no;8;1;0
130;137;1200;B5.0;yes;yes;no;yes;no;yes;no;no;3;0;0
128;118;800;B4.8;yes;yes;no;yes;no;no;no;no;0;1;0
121;82;740;B4.7;yes;yes;no;yes;no;no;no;no;4;0;0
109;91;400;B3.8;yes;yes;no;yes;no;no;no;no;1;0;0
107;77;320;B3.4;yes;yes;no;no;no;no;no;no;2;0;0
100;71;340;B2.6;yes;yes;no;no;no;no;no;no;2;0;0
101;83;230;B2.0;yes;no;no;yes;no;no;no;no;3;0;0
100;67;230;B1.9;yes;yes;no;no;no;no;no;no;1;0;0
103;85;280;B3.4;yes;yes;no;yes;no;no;no;no;5;0;0
108;102;430;B3.3;yes;yes;no;yes;no;no;no;no;3;0;0
114;101;620;B5.0;yes;yes;no;no;no;no;no;no;4;0;0
125;94;700;B6.1;yes;yes;no;no;no;no;no;no;10;1;0
138;109;870;B7.7;yes;yes;no;yes;no;no;no;no;14;0;0
141;113;970;B7.9;yes;yes;no;yes;no;no;yes;no;14;0;0
134;115;870;B5.1;no;yes;no;yes;no;no;yes;no;6;0;0
126;112;850;B4.1;yes;yes;no;yes;no;no;yes;no;6;0;0
119;143;790;B4.0;yes;yes;no;yes;no;no;yes;no;2;0;0
120;98;720;B3.5;no;yes;no;no;no;no;yes;no;4;0;0
118;76;440;B3.9;yes;no;no;yes;no;no;yes;no;3;0;0
113;85;350;B4.0;no;no;no;yes;no;no;yes;no;4;0;0
118;87;230;B4.1;yes;no;no;yes;no;no;no;no;2;0;0
114;66;260;B3.8;yes;yes;no;yes;no;no;no;no;1;0;0
113;88;310;B4.0;no;yes;no;yes;no;no;no;no;1;0;0
114;77;360;B4.6;yes;yes;no;no;no;no;no;no;5;0;0
114;61;530;B3.7;yes;yes;no;yes;no;no;yes;no;2;0;0
111;74;430;B3.2;no;yes;no;yes;no;yes;no;no;2;0;0
115;112;440;B3.4;no;yes;no;yes;no;no;no;no;2;0;0
114;94;330;B3.4;yes;yes;no;yes;no;no;no;no;0;0;0
113;57;260;B3.0;yes;yes;no;yes;no;no;no;no;2;0;0
109;49;320;B3.2;yes;yes;no;yes;no;no;no;no;2;0;0
110;53;240;B2.8;no;yes;no;yes;no;no;no;no;0;0;0
107;84;250;B2.5;yes;yes;no;no;no;no;no;no;0;0;0
108;65;320;B2.8;yes;yes;no;yes;no;no;no;no;2;0;0
107;71;340;B2.9;yes;yes;no;yes;no;no;no;no;2;0;0
110;58;330;B3.3;yes;yes;no;yes;no;no;no;no;3;0;0
108;64;340;B3.7;yes;yes;no;yes;no;no;no;no;1;0;0
109;68;470;B3.8;yes;yes;no;yes;no;no;no;no;7;0;0
112;97;500;B4.1;yes;yes;no;yes;no;no;no;no;2;0;0
113;105;490;B4.7;yes;yes;no;yes;no;no;no;no;2;0;0
109;94;450;B3.4;yes;yes;no;yes;no;no;no;no;1;0;0
112;88;380;B3.0;yes;yes;no;no;no;no;no;no;0;0;0
113;112;450;B2.7;yes;yes;no;no;no;no;no;no;0;0;0
107;104;390;B2.2;yes;yes;no;no;no;no;no;no;0;0;0
105;75;330;B2.2;yes;yes;no;no;no;no;no;no;0;0;0
104;59;200;B2.0;yes;yes;no;no;no;no;no;no;0;0;0
104;61;180;B2.2;no;yes;no;no;no;no;no;no;0;0;0
106;99;190;B2.0;yes;yes;no;no;no;no;no;no;0;0;0
104;90;190;B2.2;yes;yes;no;no;no;no;no;no;0;0;0
104;51;130;B2.1;yes;yes;no;yes;no;no;no;no;1;0;0
103;76;110;B2.2;yes;yes;no;no;no;no;no;no;1;0;0
110;90;180;B3.3;yes;yes;no;no;no;no;no;no;7;0;0
114;85;330;B3.2;yes;yes;no;yes;no;no;no;no;1;1;0
122;98;670;B4.8;yes;no;no;yes;no;no;yes;no;7;0;0
125;105;550;B4.2;yes;yes;no;yes;no;no;no;no;7;0;0
123;129;770;B4.1;no;yes;no;no;no;no;no;no;4;0;0
120;104;650;B3.6;yes;yes;no;no;no;no;yes;no;2;0;0
125;96;630;B3.9;yes;yes;no;no;no;no;yes;no;2;2;0
126;134;840;B5.4;yes;yes;no;no;no;yes;yes;no;1;0;0
128;161;1030;B4.2;yes;yes;no;yes;no;yes;no;no;3;0;0
132;115;740;B4.8;yes;yes;no;yes;no;no;no;no;3;0;0
130;149;730;B5.0;yes;yes;no;yes;no;no;no;no;4;0;0
132;125;480;B5.9;yes;yes;no;yes;no;no;no;no;8;0;0
124;127;420;B5.0;yes;yes;no;no;no;no;no;no;3;0;0
117;101;350;B3.9;yes;yes;no;no;no;no;no;no;0;0;0
113;46;260;B3.6;yes;yes;no;no;no;no;no;no;0;0;0
111;35;210;B3.1;yes;yes;no;no;no;no;no;no;0;0;0
110;61;390;B3.0;yes;yes;no;no;no;no;no;no;0;0;0
108;44;440;B2.4;yes;yes;no;no;no;no;no;no;0;0;0
109;55;450;B2.4;yes;yes;no;no;no;no;no;no;1;0;0
108;62;390;B3.1;yes;yes;no;no;no;no;no;no;1;0;0
108;60;340;B2.3;no;yes;no;no;no;no;no;no;1;0;0
104;71;320;B2.0;no;yes;no;yes;no;no;no;no;1;0;0
106;84;410;B2.1;no;yes;no;yes;no;no;no;no;0;0;0
106;74;360;B2.9;no;yes;no;yes;no;no;no;no;1;0;0
109;77;370;B3.8;yes;yes;no;no;no;no;no;no;8;0;0
110;75;320;B3.7;no;yes;no;no;no;no;no;no;2;0;0
101;41;260;B3.1;yes;yes;no;no;no;no;no;no;1;0;0
99;35;170;B2.5;yes;yes;no;no;no;no;no;no;0;0;0
96;24;90;B1.7;yes;yes;no;no;no;no;no;no;0;0;0
94;13;10;B1.4;yes;no;no;no;no;no;no;no;0;0;0
95;23;10;B1.3;yes;no;no;no;no;no;no;no;0;0;0
93;53;80;B1.2;yes;no;no;no;no;no;no;no;0;0;0
93;58;81;A7.9;yes;yes;no;no;no;no;no;no;0;0;0
92;40;90;A9.5;yes;yes;no;no;no;no;no;no;0;0;0
93;24;60;A7.4;yes;yes;no;no;no;no;no;no;0;0;0
93;12;30;A8.3;yes;yes;no;no;no;no;no;no;0;0;0
95;23;40;B1.1;yes;no;no;no;no;no;no;no;0;0;0
99;80;140;B1.5;yes;yes;no;no;no;no;no;no;0;0;0
104;59;240;B2.4;yes;yes;no;no;no;no;no;no;1;0;0
108;85;290;B3.0;yes;yes;no;no;no;no;no;no;2;0;0
109;85;320;B2.8;yes;yes;no;no;no;no;no;no;4;0;0
110;79;390;B2.7;yes;yes;no;no;no;no;no;no;2;0;0
111;98;350;B2.4;yes;yes;no;no;no;no;no;no;0;0;0
108;65;290;B1.9;yes;yes;no;no;no;no;no;no;0;0;0
110;56;240;B1.9;yes;yes;no;no;no;no;no;no;1;0;0
111;61;270;B2.1;yes;yes;no;no;no;no;no;no;0;0;0
110;63;340;B2.1;yes;yes;no;no;no;no;no;no;0;0;0
108;54;280;B2.2;yes;yes;no;no;no;no;no;no;0;0;0
106;58;330;B2.5;yes;yes;no;yes;no;no;no;no;0;0;0
103;39;190;B3.0;yes;yes;no;yes;no;no;no;no;3;0;0
105;42;70;B2.5;yes;yes;no;yes;no;no;no;no;0;0;0
107;49;120;B3.0;yes;yes;no;no;no;no;no;no;0;0;0
108;59;270;B2.9;yes;yes;no;no;no;no;no;no;2;0;0
114;61;310;B2.9;yes;yes;no;no;no;no;no;no;1;0;0
109;84;370;B2.2;yes;yes;no;no;no;no;no;no;1;0;0
106;69;320;B2.0;no;yes;no;no;no;no;no;no;0;0;0
107;53;200;B2.1;yes;yes;no;no;no;no;no;no;2;0;0
112;76;170;B3.0;yes;yes;no;no;no;no;no;no;4;0;0
112;99;280;B2.7;yes;yes;no;no;no;no;no;no;0;0;0
113;111;490;B3.1;yes;yes;no;no;no;no;no;no;1;1;0
121;138;670;B4.7;yes;yes;no;no;no;yes;no;no;9;0;0
129;115;780;B8.7;yes;yes;no;no;no;no;yes;no;11;1;0
128;106;760;B5.9;yes;yes;no;no;no;no;yes;no;9;0;0
129;125;920;B5.0;yes;yes;no;yes;no;no;yes;no;5;1;0
125;136;790;B4.1;yes;yes;no;yes;no;no;yes;no;7;0;0
125;148;800;B6.3;yes;yes;no;yes;no;no;yes;no;12;2;0
128;120;620;B4.2;yes;yes;no;no;no;no;yes;no;10;0;0
136;166;760;B8.6;yes;yes;no;yes;no;yes;no;no;5;1;0
140;154;930;C1.0;yes;yes;no;yes;no;no;no;no;9;0;0
133;149;890;B9.2;yes;yes;no;yes;no;no;no;no;7;0;0
133;117;720;B7.5;yes;yes;no;yes;no;no;no;no;4;0;0
136;179;870;B5.7;yes;yes;no;yes;no;no;no;no;10;0;0
146;228;990;B7.1;yes;yes;no;no;no;no;yes;no;11;3;0
153;141;1080;B8.9;yes;yes;no;no;no;no;yes;no;9;3;0
161;148;1440;B8.9;yes;yes;no;no;no;no;yes;no;13;3;0
161;148;1500;C1.1;no;yes;no;yes;no;no;yes;no;7;5;2
165;171;1560;C1.2;yes;yes;no;yes;no;no;yes;no;15;5;0
167;206;1930;C1.1;yes;yes;no;yes;no;no;yes;no;7;1;0
160;155;1750;C1.2;yes;yes;no;no;no;no;yes;no;2;6;1
153;171;1720;C1.1;yes;yes;no;yes;no;no;yes;no;10;0;1
142;132;1230;B6.5;yes;yes;no;yes;no;no;yes;no;2;0;0
143;128;900;B5.9;yes;yes;no;no;no;no;yes;no;5;1;0
145;95;730;B8.1;yes;yes;no;no;no;no;yes;no;6;1;0
142;123;710;B6.5;no;yes;no;yes;no;no;no;no;8;1;0
144;143;1280;B6.1;yes;yes;no;no;no;no;yes;no;3;1;0
147;151;1370;B6.4;yes;yes;no;yes;no;no;no;no;8;0;0
149;134;1400;C1.0;yes;yes;no;yes;no;no;yes;no;9;2;1
154;148;1250;B8.8;yes;yes;no;yes;no;no;yes;no;12;2;0
148;159;1170;B6.0;yes;yes;no;no;no;no;yes;no;11;2;0
146;160;1270;B6.0;yes;yes;no;no;no;yes;yes;no;3;1;1
148;95;980;B6.7;yes;yes;no;no;no;yes;yes;no;14;0;0
154;90;890;B8.8;yes;yes;no;no;no;no;yes;no;8;0;1
164;104;1060;C1.0;yes;yes;no;no;no;no;yes;no;7;1;0
168;147;1810;B8.8;yes;yes;no;no;no;no;yes;no;12;0;0
171;128;1670;B9.3;yes;yes;no;yes;no;no;yes;no;12;1;0
176;234;1580;C1.0;yes;yes;no;yes;no;no;no;no;16;0;0
178;272;1640;B9.3;yes;yes;no;yes;no;no;no;no;7;1;0
175;213;1450;C1.0;yes;yes;no;yes;no;no;yes;no;13;2;0
177;282;1640;C1.0;yes;yes;no;yes;no;no;no;no;10;1;0
163;144;1550;B8.4;yes;yes;no;yes;no;yes;no;no;13;0;0
153;113;1540;B6.7;yes;yes;no;yes;no;yes;no;no;6;0;1
147;95;1180;B6.5;yes;yes;no;yes;no;yes;no;no;7;0;0
141;85;890;B6.0;yes;yes;no;yes;no;no;no;no;3;1;0
143;51;740;B5.3;yes;yes;no;no;no;no;no;no;5;0;0
136;65;750;B5.0;yes;yes;no;no;no;no;no;no;10;2;0
127;69;880;B5.5;yes;yes;no;yes;no;no;no;no;10;0;0
119;52;200;B4.6;yes;no;no;yes;no;no;no;no;4;0;0
116;47;140;B4.5;yes;yes;no;no;no;no;no;no;1;0;0
129;76;370;B4.6;no;yes;no;no;no;no;no;no;2;0;0
133;100;800;B5.0;no;yes;no;no;no;no;no;no;4;0;0
129;95;770;B3.5;yes;yes;no;yes;no;no;no;no;1;0;0
131;102;630;B3.5;yes;yes;no;yes;no;no;no;no;1;0;0
131;104;650;B3.7;yes;yes;no;yes;no;no;no;no;2;0;0
134;124;640;B4.6;yes;yes;no;yes;no;no;no;no;2;0;0
136;97;570;B4.9;yes;yes;no;yes;no;no;no;no;2;0;0
138;98;620;B6.2;yes;yes;no;yes;no;no;no;no;4;0;0
150;103;510;C1.0;yes;yes;no;yes;no;no;no;no;4;0;0
151;105;550;C1.0;yes;yes;no;no;no;no;no;no;5;0;0
157;104;510;B9.5;yes;yes;no;yes;no;no;no;no;3;1;0
166;83;680;B8.4;yes;yes;no;yes;no;no;no;no;2;0;0
168;125;920;B8.0;yes;yes;no;yes;no;no;no;no;6;0;0
175;169;1410;B8.6;yes;yes;no;yes;no;no;no;no;3;0;0
171;166;1350;B7.3;yes;yes;no;yes;no;no;no;no;4;0;0
165;156;1140;B8.0;yes;yes;no;yes;no;no;no;no;6;0;0
163;141;1050;B7.0;yes;yes;no;yes;no;no;no;no;3;0;0
164;163;1100;B6.0;yes;yes;no;yes;no;no;no;no;4;0;0
156;158;1060;B5.8;yes;yes;no;yes;no;no;no;no;3;0;0
154;114;780;B7.1;yes;yes;no;yes;no;no;no;no;5;0;0
159;91;760;NA;yes;yes;no;yes;no;no;no;no;3;0;0
156;118;1130;B7.8;yes;yes;no;yes;no;no;no;no;4;0;0
153;138;1150;B8.0;yes;yes;no;yes;no;no;no;no;7;1;0
149;137;1070;C1.1;yes;yes;no;yes;no;no;no;no;8;1;0
144;131;1190;B7.8;yes;yes;no;yes;no;no;no;no;10;0;0
138;111;880;B9.4;yes;yes;no;yes;no;no;no;no;14;6;0
136;108;860;B5.7;yes;yes;no;yes;no;no;no;no;13;1;0
128;96;670;B5.3;yes;yes;no;yes;no;no;no;no;3;0;0
123;81;490;B4.2;yes;yes;no;yes;no;no;no;no;9;0;0
125;96;450;B3.7;yes;yes;no;yes;no;no;no;no;2;0;0
131;107;570;B3.7;yes;yes;no;yes;no;no;no;no;7;0;0
135;95;570;B4.8;yes;yes;no;yes;no;no;no;no;6;0;0
137;119;520;B6.3;yes;yes;no;yes;no;no;yes;no;11;1;0
143;93;510;B6.9;yes;yes;no;yes;no;no;yes;no;3;0;0
145;136;490;B9.9;yes;yes;no;no;no;no;yes;no;8;1;0
160;106;610;C1.1;yes;yes;no;no;no;no;yes;no;3;1;0
161;133;1410;C1.5;no;yes;no;yes;no;no;yes;no;6;2;0
182;162;1570;C1.2;no;yes;no;yes;no;no;no;no;9;2;0
215;178;1710;C1.7;no;yes;no;yes;no;no;no;no;4;3;0
218;225;1790;C1.8;yes;yes;no;yes;no;no;yes;no;3;0;0
204;245;1855;C1.1;yes;yes;no;yes;no;no;yes;no;3;0;0
237;196;1850;B9.6;yes;yes;no;yes;no;no;yes;no;8;2;1
195;178;1990;C1.0;yes;yes;no;yes;no;no;yes;no;6;1;0
184;106;1960;B7.8;yes;no;no;yes;no;no;yes;no;2;0;0
175;138;2240;B7.1;yes;no;no;yes;no;no;yes;no;3;0;0
166;134;1800;B7.2;yes;yes;no;yes;no;no;yes;no;10;0;0
155;118;1620;B6.7;yes;yes;no;yes;no;no;yes;no;2;0;0
143;102;1350;B6.2;yes;yes;no;yes;no;no;no;no;4;1;0
137;95;480;B7.7;yes;yes;no;yes;no;no;no;no;2;0;0
126;87;450;B5.6;yes;yes;no;no;no;no;no;no;0;0;0
121;77;330;B4.5;yes;yes;no;no;no;no;no;no;4;0;0
129;95;360;B7.1;yes;yes;no;no;no;no;no;no;11;0;0
130;114;500;B4.9;yes;yes;no;no;no;no;no;no;7;0;0
128;91;530;B4.3;yes;yes;no;no;no;no;no;no;2;0;0
137;131;850;B4.6;yes;yes;no;no;no;no;no;no;5;0;0
146;141;820;B5.0;yes;yes;no;yes;no;no;no;no;2;0;0
143;144;670;B4.8;yes;yes;no;yes;no;no;no;no;1;0;0
136;121;560;B3.6;yes;yes;no;yes;no;no;no;no;0;0;0
136;150;680;B3.8;yes;yes;no;yes;no;no;no;no;1;0;0
133;102;520;NA;yes;yes;no;no;no;no;no;no;1;0;0
138;109;460;B7.9;yes;yes;no;yes;no;no;no;no;3;0;0
144;62;490;C1.2;yes;yes;no;no;no;no;no;no;7;3;0
157;70;910;C1.4;yes;yes;no;no;no;no;no;no;6;7;0
156;96;1370;C1.0;no;yes;no;yes;no;no;no;no;11;0;0
161;112;1470;C1.2;yes;yes;no;no;no;no;yes;no;6;3;0
166;87;1210;C1.0;yes;yes;no;yes;no;no;yes;no;5;1;0
177;147;1640;C1.4;no;no;no;yes;no;no;yes;no;7;2;0
190;163;1890;C1.8;no;yes;no;yes;no;no;yes;no;10;7;0
188;168;1870;C1.6;no;yes;no;yes;no;no;yes;no;12;0;0
188;183;1970;C2.5;no;yes;no;yes;no;no;yes;no;12;4;0
194;234;2080;C1.5;no;yes;no;yes;no;no;yes;no;10;1;0
191;223;2630;C1.1;yes;yes;no;yes;no;no;yes;no;8;1;0
178;241;2270;C1.2;yes;yes;no;yes;no;no;yes;no;5;2;0
172;186;1770;B9.6;yes;yes;no;yes;no;no;yes;no;8;0;0
169;180;1760;C1.1;no;yes;no;yes;no;no;yes;no;4;1;0
161;122;940;C1.1;no;yes;no;yes;no;no;yes;no;5;0;0
172;151;1100;C1.3;yes;yes;no;yes;no;no;no;no;2;2;0
160;187;1260;C1.5;yes;yes;no;yes;no;no;yes;no;5;3;0
167;157;1710;C1.8;yes;yes;no;yes;no;no;yes;no;9;5;0
167;196;1785;C1.0;no;yes;no;yes;no;no;yes;no;11;4;0
162;135;1410;B8.3;yes;yes;no;yes;no;no;yes;no;6;0;0
154;137;1410;B7.2;yes;yes;no;yes;no;no;yes;no;9;1;0
152;101;1090;B7.8;yes;yes;no;yes;no;no;yes;no;7;0;0
151;134;1300;B9.4;yes;yes;no;yes;no;no;yes;no;5;0;0
158;123;940;B8.1;yes;yes;no;yes;no;no;no;no;7;0;0
156;140;880;B7.5;yes;yes;no;yes;no;no;no;no;2;1;0
157;152;870;B8.0;yes;yes;no;yes;no;no;no;no;3;0;0
163;179;1020;B7.8;yes;yes;no;yes;no;no;no;no;3;0;0
172;185;1110;B9.9;yes;yes;no;yes;no;no;no;no;9;1;0
171;205;1250;B9.1;yes;yes;no;yes;no;no;no;no;5;2;0
174;157;910;C1.0;yes;yes;no;yes;no;no;no;no;4;0;1
178;197;1060;B9.5;yes;yes;no;yes;no;no;no;no;3;1;0
176;227;1170;B9.8;no;yes;no;yes;no;yes;no;no;12;0;0
171;279;1220;B9.7;yes;yes;no;yes;no;yes;no;no;6;1;0
165;177;1060;B9.7;no;yes;no;yes;no;yes;no;no;3;1;0
161;170;960;B8.3;yes;yes;no;yes;no;yes;no;no;7;1;0
161;191;930;C1.0;yes;yes;no;yes;no;yes;no;no;10;1;0
158;160;760;B8.8;yes;yes;no;yes;no;no;no;no;10;0;0
149;191;920;B7.6;yes;yes;no;no;no;no;yes;no;7;1;0
149;174;540;B5.5;yes;yes;no;no;no;no;no;no;1;0;0
148;161;740;B5.4;no;yes;no;no;no;no;no;no;2;0;0
142;138;490;B6.4;yes;yes;no;no;no;no;no;no;4;1;0
146;123;340;B9.3;yes;yes;no;no;no;no;no;no;14;2;0
152;122;490;C1.4;yes;yes;no;yes;no;no;yes;no;8;4;0
165;108;540;C1.4;no;yes;no;yes;no;no;yes;no;7;2;0
148;145;890;B7.4;yes;yes;no;yes;no;no;yes;no;3;2;0
148;130;850;B7.3;yes;yes;no;yes;no;no;yes;no;2;1;0
144;121;750;B8.0;yes;yes;no;yes;no;no;yes;no;4;0;0
139;141;1020;B5.9;yes;yes;no;yes;no;no;no;no;7;0;0
136;139;930;B6.0;yes;yes;no;yes;no;no;no;no;4;0;0
136;110;530;B5.9;yes;yes;no;yes;no;no;no;no;7;0;0
138;125;520;B5.6;no;yes;no;yes;no;no;no;no;5;0;0
149;137;630;B7.5;yes;yes;no;no;no;no;no;no;11;0;0
151;137;880;B8.2;yes;yes;no;no;no;no;no;no;6;1;0
153;125;810;B6.1;yes;yes;no;yes;no;no;no;no;6;0;0
155;159;980;B6.1;yes;yes;no;yes;no;no;no;no;6;1;0
157;159;890;B7.1;yes;yes;no;yes;no;no;no;no;14;0;0
159;132;740;B6.8;yes;yes;no;yes;no;yes;yes;no;4;0;0
153;114;650;NA;yes;yes;no;yes;no;yes;yes;no;4;0;0
153;123;520;NA;yes;yes;no;yes;no;yes;no;no;6;0;0
145;145;620;B5.5;no;yes;no;yes;no;no;no;no;2;0;0
146;135;680;B5.0;no;yes;no;yes;no;no;no;no;6;2;0
143;132;470;B7.3;yes;yes;no;yes;no;yes;no;no;14;0;1
148;122;550;B8.9;yes;yes;no;yes;no;no;yes;no;11;1;0
152;129;630;B9.1;yes;yes;no;yes;no;no;no;no;6;1;0
153;124;540;B6.5;yes;yes;no;yes;no;no;no;no;7;0;0
155;126;740;B7.0;yes;yes;no;yes;no;no;no;no;9;1;0
153;137;800;B4.8;yes;yes;no;yes;no;no;no;no;4;0;0
157;174;1180;B5.4;yes;yes;no;yes;no;no;no;no;10;0;0
142;172;930;B3.9;yes;yes;no;yes;no;no;yes;no;3;0;0
141;127;560;B3.9;yes;yes;no;no;no;no;no;no;2;0;0
140;106;420;B5.5;yes;yes;no;no;no;no;no;no;5;0;0
132;94;440;B3.5;yes;yes;no;no;no;no;no;no;1;0;0
131;95;430;B5.1;yes;yes;no;no;no;no;no;no;3;0;0
137;78;420;B8.0;yes;yes;no;yes;no;no;no;no;4;0;0
138;83;660;B6.2;yes;yes;no;yes;no;no;no;no;7;0;0
136;74;710;B5.7;yes;yes;no;yes;no;no;no;no;2;0;0
137;95;740;B4.4;yes;yes;no;yes;no;no;no;no;4;0;0
150;105;790;B6.0;yes;yes;no;yes;no;no;no;no;11;0;0
162;149;960;B5.8;yes;yes;no;yes;no;no;no;no;12;0;0
184;245;1480;B8.7;yes;yes;no;yes;no;no;no;no;11;1;0
179;296;1660;B8.1;yes;yes;no;yes;no;no;no;no;8;0;0
172;263;1840;B8.1;yes;yes;no;yes;no;no;no;no;4;1;0
169;259;1750;B8.1;yes;yes;no;yes;no;no;yes;no;12;0;0
163;192;1080;B8.5;yes;yes;no;yes;no;no;no;no;12;0;0
159;168;1060;B7.9;yes;yes;no;yes;no;no;no;no;9;0;0
145;136;760;B2.8;yes;yes;no;yes;no;no;no;no;9;0;0
136;105;810;B7.8;no;yes;no;yes;no;no;no;no;7;0;0
130;71;450;B5.1;no;yes;no;yes;no;no;no;no;2;0;0
125;73;390;B6.1;yes;yes;no;no;no;no;no;no;4;0;1
121;46;300;B4.4;no;yes;no;no;no;no;no;no;3;0;0
118;84;520;B2.9;yes;yes;no;no;no;no;no;no;0;0;0
121;79;620;B2.5;yes;yes;no;no;no;no;no;no;1;0;0
120;80;570;B2.7;yes;yes;no;no;no;no;no;no;0;0;0
124;81;540;B2.7;yes;yes;no;yes;no;no;no;no;2;0;0
126;93;650;B2.8;yes;yes;no;yes;no;no;no;no;0;0;0
135;114;1010;B5.4;yes;yes;no;yes;no;no;no;no;7;0;0
133;121;1060;B5.6;yes;yes;no;yes;no;no;yes;no;9;0;0
132;128;780;B5.5;yes;yes;no;yes;no;no;yes;no;8;0;0
139;131;890;B8.1;yes;yes;no;yes;no;no;yes;no;5;0;0
139;137;1130;B7.3;yes;yes;no;yes;no;no;yes;no;4;2;0
146;105;1010;B8.3;yes;yes;no;no;no;no;yes;no;3;1;0
148;124;1180;B7.8;yes;yes;no;yes;no;no;no;no;2;1;0
152;123;1320;B6.6;yes;yes;no;no;no;no;yes;no;8;0;0
152;125;1080;B7.2;yes;yes;no;yes;no;no;no;no;6;0;0
164;161;1050;B8.1;yes;yes;no;yes;no;no;no;no;8;0;0
163;164;1140;B7.0;yes;yes;no;yes;no;no;no;no;6;0;0
159;138;880;B6.4;yes;yes;no;yes;no;no;no;no;3;0;0
163;162;1000;B6.5;yes;yes;no;yes;no;no;no;no;7;0;0
152;130;900;B5.8;yes;yes;no;yes;no;no;no;no;6;0;0
